"location","source","target"
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:232","Insert StarLogoNOVA_Anemia2(hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:235","Insert StarLogoNOVA_Anemia1(te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:238","Insert StarLogoNOVA_Anemia2(te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:241","StarLogoNOVA_FishAlgae(en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:244","Insert StarLogoNOVA_FishAlgae(hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:247","Insert StarLogoNOVA_FishAlgae(te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:250","Insert Build_An_Atom(en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:254","Insert Build_An_Atom(hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:258","Insert Build_An_Atom(te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:262","Insert Build_An_Molecule(en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:266","Insert Build_An_Molecule(hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:270","Insert Build_An_Molecule(te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:281","Insert Rotation_of_Earth_Animation (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:284","Insert Rotation_of_Earth_Animation (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:287","Insert Rotation_of_Earth_Animation (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:290","Insert Astroamer_Element_Hunt_Activity (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:293","Insert Astroamer_Element_Hunt_Activity (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:296","Insert Astroamer_Element_Hunt_Activity (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:299","Insert Motion_of_Moon_Animation (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:302","Insert Motion_of_Moon_Animation (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:305","Insert Motion_of_Moon_Animation (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:308","Insert Astroamer_Moon_Track (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:311","Insert Astroamer_Moon_Track (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:314","Insert Astroamer_Moon_Track (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:317","Insert Solar_System_Animation (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:320","Insert Solar_System_Animation (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:323","Insert Solar_System_Animation (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:326","Insert Astroamer_Planet_Trek_Activity (en)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:329","Insert Astroamer_Planet_Trek_Activity (hi)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:332","Insert Astroamer_Planet_Trek_Activity (te)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:335","Insert Ages Puzzle",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:338","Insert Factorisation Puzzle",
"gnowsys_ndf/ndf/templates/ndf/base_templates/jhapp_list.html:341","Insert Coins Puzzle",
"gnowsys_ndf/ndf/templates/ndf/base_templates/landing_page_nroer.html:7","Welcome",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:59","Resources",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:61","E-Library",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:71","Stats",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:122","Edit Structure",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:52","Change image",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:165","Export Content into ePubs",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:30","Edit Profile",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:40","Profile updated successfully",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:54 gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:26","First Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:67 gnowsys_ndf/ndf/templates/ndf/base_templates/user_profile_form.html:42","Last Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:82","Roll No.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:101","Choose Class / Grade",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:114","School Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:133","My Workspaces",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:136","My Courses",
"gnowsys_ndf/ndf/templates/ndf/base_templates/lms_dashboard.html:142","My Progress",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailbox_create_edit.html:14","Create Mailbox",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:32","MailBoxes",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:49","New Mail Box",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:74","<",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:75",">",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:83","Unread Mails",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mailclient.html:87","Read Mails",
"gnowsys_ndf/ndf/templates/ndf/base_templates/meeting.html:11","Video chat.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/meeting.html:17","Meeting",
"gnowsys_ndf/ndf/templates/ndf/base_templates/meeting.html:36","Start Meeting",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base_list.html:26","<h3>Link user-account to respective user-details</h3>
      <p>NOTE: Please provide username of the user (i.e. student/voluntary-teacher), that he/she has registered on to the website.</p>
      ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base_list.html:34","Username:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base_list.html:38","Please fill username!",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:145","<p> <font size =""5"" color=""red"">This file :%(already_uploaded)s Already uploaded please choose another file</font> </p>",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:162","Please give title for ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:203","Please select ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:213","Attendence",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:217","NUSSD Course",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:221","FC Check",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:228","Batches",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:232","Batch Check",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:134 gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:110","Discuss",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:409","Make Module",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:200 gnowsys_ndf/ndf/templates/ndf/base_templates/student_create_edit.html:427 gnowsys_ndf/ndf/templates/ndf/base_templates/studentcourseenrollment_create_edit.html:111 gnowsys_ndf/ndf/templates/ndf/base_templates/trainer_create_edit.html:498 gnowsys_ndf/ndf/templates/ndf/base_templates/trainer_create_edit.html:525","College",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:201 gnowsys_ndf/ndf/templates/ndf/base_templates/student_create_edit.html:416","Degree Year",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:204","Total",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:208","I",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:209","II",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:210","III",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:230"," <h3>Are you sure you want to delete? All of the following related data also will be deleted:</h3> ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:290","<h3>No data to display</h3> ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:50","Report of :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:54","- - - Select - - -",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:65 gnowsys_ndf/ndf/templates/ndf/base_templates/student_list.html:126","Filters",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:69","State :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:78","University :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:87","College :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:100","From :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:108","To :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:121","Registration Year :",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:125","- - - Select Year - - -",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:126","2013",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:127","2014",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:128","2015",
"gnowsys_ndf/ndf/templates/ndf/base_templates/mis_report.html:129","ALL",
"gnowsys_ndf/ndf/templates/ndf/base_templates/module.html:29","<p>About Module... <em>coming soon</em></p>",
"gnowsys_ndf/ndf/templates/ndf/base_templates/module.html:120"," This group doesn't have any modules. <b>Be the first to create a Module!</b>",
"gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:58","Units Display Ordering: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:75","Are you sure want to delete this module?",
"gnowsys_ndf/ndf/templates/ndf/base_templates/my_dashboard.html:9","My Dashboard",
"gnowsys_ndf/ndf/templates/ndf/base_templates/new_create_batch.html:135","Student(s)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/new_create_batch.html:147","Search Student by name : ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/newmeeting.html:21","Accept invite  ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:98"," awaiting for moderation: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:101","Currently, there are no Resources for moderation ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:109","Note: Following Resource is Under Moderation -",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:110","Check the current status of Moderation",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:192 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:318 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:145 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:149 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:186 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:190 gnowsys_ndf/ndf/templates/ndf/base_templates/resource_view.html:42","Your browser does not support the audio element",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:202 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:210 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:272 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:95 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:101 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:122 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:130 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:173 gnowsys_ndf/ndf/templates/ndf/base_templates/res_node_ajax_view.html:182","Your browser does not support the video tag.",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:249 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:262","View in Full Screen",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:280","Change Thumbnail",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:298","Add Subtitle(s)",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:326 gnowsys_ndf/ndf/templates/ndf/base_templates/resource_view.html:50","View in full screen",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:365 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:499","Contributed by",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:505","Source",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_view.html:465","Type here to search in the resources",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:12","Create ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:71 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:41 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:41","Editing ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:74","Create New Note",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:76","Create New ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:81","Create page from existing template",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:103","Node",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:106 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:64","Requires",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:117 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:70","Teaches",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:67","Assesses",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:202","Settings",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:208 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:236","Visibility",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:215 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:222 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:243","Visible",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:218 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:225 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:246","Hidden",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:275","Location:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:341 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:237","Page",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:345 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:242","File",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:354 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:254","Video",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:359 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:260","Pandora",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:386 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:7","Please add or edit Metadata",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:394 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:16","Educational Use:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:396 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:18","Interactivity Type: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:398 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:20","Educational Level:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:400 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:22","Educational Subject:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:402 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:24","Time Required: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:404 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:26","Target Audience:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:406 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:28","Text Complexity",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:408 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:30","Age Range:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:410 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:32","Reading Level:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:412 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:34","Curricular:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:414 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:36","Educational Alignment:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:439 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:62","Based on Url: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:445 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_metadata.html:69","Source: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:451","Copyright",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:464","Please select resource Subject",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:476","Add properties to the discussion feature of this ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:476"," node ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:483 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_interaction.html:24","Interaction : ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:499 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_interaction.html:34","Release Option:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:503","Show Replies to All",
"gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:504","Hide Replies from All",
